Species Name,Type,Source,Range ,COSEWICID
Charadrius bicinctus,Common Species,eBird,Yes,NA
Charadrius alexandrinus,Common Species,eBird,Yes,NA
Charadrius nivosus,Common Species,eBird,Yes,NA
Charadrius wilsonia,Common Species,eBird,Yes,NA
Charadrius semipalmatus,Common Species,eBird,Yes,NA
Charadrius melodus,Common Species,eBird,Yes,NA
Charadrius vociferus,Common Species,eBird,Yes,NA
Charadrius montanus,Common Species,eBird,Yes,NA
Charadrius modestus,Common Species,eBird,Yes,NA
Anarhynchus frontalis,Common Species,eBird,Yes,NA
Nycticryphes semicollaris,Common Species,eBird,Yes,NA
Jacana spinosa,Common Species,eBird,Yes,NA
Bartramia longicauda,Common Species,eBird,Yes,NA
Numenius tahitiensis,Common Species,eBird,Yes,NA
Numenius phaeopus,Common Species,eBird,Yes,NA
Numenius americanus,Common Species,eBird,Yes,NA
Numenius arquata,Common Species,eBird,Yes,NA
Limosa lapponica,Common Species,eBird,Yes,NA
Limosa haemastica,Common Species,eBird,Yes,NA
Limosa fedoa,Common Species,eBird,Yes,NA
Arenaria interpres,Common Species,eBird,Yes,NA
Arenaria melanocephala,Common Species,eBird,Yes,NA
Calidris canutus,Common Species,eBird,Yes,NA
Calidris virgata,Common Species,eBird,Yes,NA
Calidris himantopus,Common Species,eBird,Yes,NA
Calidris ruficollis,Common Species,eBird,Yes,NA
Calidris alba,Common Species,eBird,Yes,NA
Calidris alpina,Common Species,eBird,Yes,NA
Calidris ptilocnemis,Common Species,eBird,Yes,NA
Calidris maritima,Common Species,eBird,Yes,NA
Calidris bairdii,Common Species,eBird,Yes,NA
Calidris minutilla,Common Species,eBird,Yes,NA
Calidris fuscicollis,Common Species,eBird,Yes,NA
Calidris subruficollis,Common Species,eBird,Yes,NA
Calidris melanotos,Common Species,eBird,Yes,NA
Calidris pusilla,Common Species,eBird,Yes,NA
Calidris mauri,Common Species,eBird,Yes,NA
Limnodromus griseus,Common Species,eBird,Yes,NA
Limnodromus scolopaceus,Common Species,eBird,Yes,NA
Scolopax rusticola,Common Species,eBird,Yes,NA
Scolopax minor,Common Species,eBird,Yes,NA
Gallinago delicata,Common Species,eBird,Yes,NA
Phalaropus tricolor,Common Species,eBird,Yes,NA
Phalaropus lobatus,Common Species,eBird,Yes,NA
Actitis macularius,Common Species,eBird,Yes,NA
Tringa solitaria,Common Species,eBird,Yes,NA
Tringa incana,Common Species,eBird,Yes,NA
Tringa melanoleuca,Common Species,eBird,Yes,NA
Tringa semipalmata,Common Species,eBird,Yes,NA
Tringa flavipes,Common Species,eBird,Yes,NA
Glareola maldivarum,Common Species,eBird,Yes,NA
Stercorarius pomarinus,Common Species,eBird,Yes,NA
Stercorarius parasiticus,Common Species,eBird,Yes,NA
Stercorarius longicaudus,Common Species,eBird,Yes,NA
Cepphus columba,Common Species,eBird,Yes,NA
Brachyramphus marmoratus,Common Species,eBird,Yes,NA
Saundersilarus saundersi,Common Species,eBird,Yes,NA
Chroicocephalus philadelphia,Common Species,eBird,Yes,NA
Chroicocephalus novaehollandiae,Common Species,eBird,Yes,NA
Hydrocoloeus minutus,Common Species,eBird,Yes,NA
Leucophaeus atricilla,Common Species,eBird,Yes,NA
Leucophaeus pipixcan,Common Species,eBird,Yes,NA
Ichthyaetus audouinii,Common Species,eBird,Yes,NA
Larus crassirostris,Common Species,eBird,Yes,NA
Larus heermanni,Common Species,eBird,Yes,NA
Larus canus/brachyrhynchus,Common Species,eBird,Yes,NA
Larus delawarensis,Common Species,eBird,Yes,NA
Larus occidentalis,Common Species,eBird,Yes,NA
Larus californicus,Common Species,eBird,Yes,NA
Larus argentatus,Common Species,eBird,Yes,NA
Larus glaucoides,Common Species,eBird,Yes,NA
Larus fuscus,Common Species,eBird,Yes,NA
Larus glaucescens,Common Species,eBird,Yes,NA
Larus hyperboreus,Common Species,eBird,Yes,NA
Larus marinus,Common Species,eBird,Yes,NA
Onychoprion aleuticus,Common Species,eBird,Yes,NA
Sternula antillarum,Common Species,eBird,Yes,NA
Gelochelidon nilotica,Common Species,eBird,Yes,NA
Hydroprogne caspia,Common Species,eBird,Yes,NA
Chlidonias niger,Common Species,eBird,Yes,NA
Chlidonias leucopterus,Common Species,eBird,Yes,NA
Sterna dougallii,Common Species,eBird,Yes,NA
Sterna hirundo,Common Species,eBird,Yes,NA
Sterna paradisaea,Common Species,eBird,Yes,NA
Sterna hirundinacea,Common Species,eBird,Yes,NA
Sterna forsteri,Common Species,eBird,Yes,NA
Thalasseus maximus,Common Species,eBird,Yes,NA
Thalasseus bergii,Common Species,eBird,Yes,NA
Thalasseus sandvicensis,Common Species,eBird,Yes,NA
Thalasseus elegans,Common Species,eBird,Yes,NA
Rynchops niger,Common Species,eBird,Yes,NA
Gavia stellata,Common Species,eBird,Yes,NA
Gavia arctica,Common Species,eBird,Yes,NA
Gavia pacifica,Common Species,eBird,Yes,NA
Gavia immer,Common Species,eBird,Yes,NA
Gavia adamsii,Common Species,eBird,Yes,NA
Puffinus mauretanicus,Common Species,eBird,Yes,NA
Ciconia nigra,Common Species,eBird,Yes,NA
Ciconia maguari,Common Species,eBird,Yes,NA
Ciconia ciconia,Common Species,eBird,Yes,NA
Mycteria americana,Common Species,eBird,Yes,NA
Fregata magnificens,Common Species,eBird,Yes,NA
Anhinga anhinga,Common Species,eBird,Yes,NA
Microcarbo melanoleucos,Common Species,eBird,Yes,NA
Urile penicillatus,Common Species,eBird,Yes,NA
Urile pelagicus,Common Species,eBird,Yes,NA
Phalacrocorax carbo,Common Species,eBird,Yes,NA
Nannopterum auritum,Common Species,eBird,Yes,NA
Nannopterum brasilianum,Common Species,eBird,Yes,NA
Pelecanus erythrorhynchos,Common Species,eBird,Yes,NA
Pelecanus occidentalis,Common Species,eBird,Yes,NA
Pelecanus onocrotalus,Common Species,eBird,Yes,NA
Botaurus lentiginosus,Common Species,eBird,Yes,NA
Ixobrychus minutus,Common Species,eBird,Yes,NA
Ixobrychus exilis,Common Species,eBird,Yes,NA
Ardea herodias,Common Species,eBird,Yes,NA
Ardea alba,Common Species,eBird,Yes,NA
Egretta thula,Common Species,eBird,Yes,NA
Egretta caerulea,Common Species,eBird,Yes,NA
Egretta tricolor,Common Species,eBird,Yes,NA
Egretta rufescens,Common Species,eBird,Yes,NA
Bubulcus ibis,Common Species,eBird,Yes,NA
Butorides virescens,Common Species,eBird,Yes,NA
Nycticorax nycticorax,Common Species,eBird,Yes,NA
Nyctanassa violacea,Common Species,eBird,Yes,NA
Eudocimus albus,Common Species,eBird,Yes,NA
Plegadis falcinellus,Common Species,eBird,Yes,NA
Plegadis chihi,Common Species,eBird,Yes,NA
Mesembrinibis cayennensis,Common Species,eBird,Yes,NA
Platalea minor,Common Species,eBird,Yes,NA
Platalea ajaja,Common Species,eBird,Yes,NA
Gymnogyps californianus,Common Species,eBird,Yes,NA
Vultur gryphus,Common Species,eBird,Yes,NA
Coragyps atratus,Common Species,eBird,Yes,NA
Cathartes aura,Common Species,eBird,Yes,NA
Pandion haliaetus,Common Species,eBird,Yes,NA
Elanus caeruleus,Common Species,eBird,Yes,NA
Elanus leucurus,Common Species,eBird,Yes,NA
Neophron percnopterus,Common Species,eBird,Yes,NA
Chondrohierax uncinatus,Common Species,eBird,Yes,NA
Pernis apivorus,Common Species,eBird,Yes,NA
Pernis ptilorhynchus,Common Species,eBird,Yes,NA
Elanoides forficatus,Common Species,eBird,Yes,NA
Circaetus gallicus,Common Species,eBird,Yes,NA
Aquila chrysaetos,Common Species,eBird,Yes,NA
Rostrhamus sociabilis,Common Species,eBird,Yes,NA
Ictinia mississippiensis,Common Species,eBird,Yes,NA
Ictinia plumbea,Common Species,eBird,Yes,NA
Butastur indicus,Common Species,eBird,Yes,NA
Circus hudsonius,Common Species,eBird,Yes,NA
Circus pygargus,Common Species,eBird,Yes,NA
Accipiter soloensis,Common Species,eBird,Yes,NA
Accipiter striatus,Common Species,eBird,Yes,NA
Accipiter cooperii,Common Species,eBird,Yes,NA
Accipiter gentilis,Common Species,eBird,Yes,NA
Milvus milvus,Common Species,eBird,Yes,NA
Milvus migrans,Common Species,eBird,Yes,NA
Haliastur indus,Common Species,eBird,Yes,NA
Haliaeetus leucocephalus,Common Species,eBird,Yes,NA
Buteogallus anthracinus,Common Species,eBird,Yes,NA
Parabuteo unicinctus,Common Species,eBird,Yes,NA
Geranoaetus albicaudatus,Common Species,eBird,Yes,NA
Geranoaetus melanoleucus,Common Species,eBird,Yes,NA
Buteo plagiatus,Common Species,eBird,Yes,NA
Buteo lineatus,Common Species,eBird,Yes,NA
Buteo platypterus,Common Species,eBird,Yes,NA
Buteo brachyurus,Common Species,eBird,Yes,NA
Buteo albigula,Common Species,eBird,Yes,NA
Buteo swainsoni,Common Species,eBird,Yes,NA
Buteo albonotatus,Common Species,eBird,Yes,NA
Buteo jamaicensis,Common Species,eBird,Yes,NA
Buteo lagopus,Common Species,eBird,Yes,NA
Buteo regalis,Common Species,eBird,Yes,NA
Tyto alba,Common Species,eBird,Yes,NA
Otus scops/cyprius,Common Species,eBird,Yes,NA
Psiloscops flammeolus,Common Species,eBird,Yes,NA
Megascops trichopsis,Common Species,eBird,Yes,NA
Megascops kennicottii,Common Species,eBird,Yes,NA
Megascops asio,Common Species,eBird,Yes,NA
Bubo virginianus,Common Species,eBird,Yes,NA
Bubo scandiacus,Common Species,eBird,Yes,NA
Surnia ulula,Common Species,eBird,Yes,NA
Glaucidium gnoma,Common Species,eBird,Yes,NA
Glaucidium brasilianum,Common Species,eBird,Yes,NA
Athene cunicularia,Common Species,eBird,Yes,NA
Strix occidentalis,Common Species,eBird,Yes,NA
Strix varia,Common Species,eBird,Yes,NA
Asio otus,Common Species,eBird,Yes,NA
Asio flammeus,Common Species,eBird,Yes,NA
Aegolius acadicus,Common Species,eBird,Yes,NA
Ninox novaeseelandiae,Common Species,eBird,Yes,NA
Pharomachrus mocinno,Common Species,eBird,Yes,NA
Trogon elegans,Common Species,eBird,Yes,NA
Upupa epops,Common Species,eBird,Yes,NA
Anthracoceros coronatus,Common Species,eBird,Yes,NA
Aspatha gularis,Common Species,eBird,Yes,NA
Momotus coeruliceps,Common Species,eBird,Yes,NA
Momotus lessonii,Common Species,eBird,Yes,NA
Eumomota superciliosa,Common Species,eBird,Yes,NA
Alcedo atthis,Common Species,eBird,Yes,NA
Halcyon pileata,Common Species,eBird,Yes,NA
Todiramphus sanctus,Common Species,eBird,Yes,NA
Megaceryle torquata,Common Species,eBird,Yes,NA
Megaceryle alcyon,Common Species,eBird,Yes,NA
Chloroceryle americana,Common Species,eBird,Yes,NA
Merops ornatus,Common Species,eBird,Yes,NA
Merops apiaster,Common Species,eBird,Yes,NA
Coracias garrulus,Common Species,eBird,Yes,NA
Coracias benghalensis,Common Species,eBird,Yes,NA
Psilopogon haemacephalus,Common Species,eBird,Yes,NA
Capito hypoleucus,Common Species,eBird,Yes,NA
Ramphastos sulfuratus,Common Species,eBird,Yes,NA
Jynx torquilla,Common Species,eBird,Yes,NA
Sphyrapicus thyroideus,Common Species,eBird,Yes,NA
Sphyrapicus varius,Common Species,eBird,Yes,NA
Sphyrapicus nuchalis,Common Species,eBird,Yes,NA
Sphyrapicus ruber,Common Species,eBird,Yes,NA
Melanerpes candidus,Common Species,eBird,Yes,NA
Melanerpes lewis,Common Species,eBird,Yes,NA
Melanerpes erythrocephalus,Common Species,eBird,Yes,NA
Melanerpes formicivorus,Common Species,eBird,Yes,NA
Melanerpes uropygialis,Common Species,eBird,Yes,NA
Melanerpes aurifrons,Common Species,eBird,Yes,NA
Melanerpes carolinus,Common Species,eBird,Yes,NA
Picoides dorsalis,Common Species,eBird,Yes,NA
Picoides arcticus,Common Species,eBird,Yes,NA
Dryobates pubescens,Common Species,eBird,Yes,NA
Dryobates nuttallii,Common Species,eBird,Yes,NA
Dryobates scalaris,Common Species,eBird,Yes,NA
Dryobates borealis,Common Species,eBird,Yes,NA
Dryobates villosus,Common Species,eBird,Yes,NA
Dryobates albolarvatus,Common Species,eBird,Yes,NA
Dryobates arizonae,Common Species,eBird,Yes,NA
Campephilus guatemalensis,Common Species,eBird,Yes,NA
Picus viridis,Common Species,eBird,Yes,NA
Picus sharpei,Common Species,eBird,Yes,NA
Dryocopus lineatus,Common Species,eBird,Yes,NA
Dryocopus pileatus,Common Species,eBird,Yes,NA
Dryocopus schulzii,Common Species,eBird,Yes,NA
Colaptes auratus,Common Species,eBird,Yes,NA
Colaptes chrysoides,Common Species,eBird,Yes,NA
Caracara plancus,Common Species,eBird,Yes,NA
Falco sparverius,Common Species,eBird,Yes,NA
Falco eleonorae,Common Species,eBird,Yes,NA
Falco columbarius,Common Species,eBird,Yes,NA
Falco novaeseelandiae,Common Species,eBird,Yes,NA
Falco femoralis,Common Species,eBird,Yes,NA
Falco deiroleucus,Common Species,eBird,Yes,NA
Falco peregrinus,Common Species,eBird,Yes,NA
Falco mexicanus,Common Species,eBird,Yes,NA
Nestor meridionalis,Common Species,eBird,Yes,NA
Psilopsiagon aurifrons,Common Species,eBird,Yes,NA
Myiopsitta monachus,Common Species,eBird,Yes,NA
Brotogeris versicolurus,Common Species,eBird,Yes,NA
Brotogeris chiriri,Common Species,eBird,Yes,NA
Brotogeris jugularis,Common Species,eBird,Yes,NA
Pionus menstruus,Common Species,eBird,Yes,NA
Amazona viridigenalis,Common Species,eBird,Yes,NA
Amazona auropalliata,Common Species,eBird,Yes,NA
Amazona aestiva,Common Species,eBird,Yes,NA
Rhynchopsitta terrisi,Common Species,eBird,Yes,NA
Eupsittula pertinax,Common Species,eBird,Yes,NA
Aratinga nenday,Common Species,eBird,Yes,NA
Ara ararauna,Common Species,eBird,Yes,NA
Ara ambiguus,Common Species,eBird,Yes,NA
Ara macao,Common Species,eBird,Yes,NA
Ara chloropterus,Common Species,eBird,Yes,NA
Acanthisitta chloris,Common Species,eBird,Yes,NA
Pitta brachyura,Common Species,eBird,Yes,NA
Willisornis poecilinotus,Common Species,eBird,Yes,NA
Pteroptochos castaneus,Common Species,eBird,Yes,NA
Formicarius analis,Common Species,eBird,Yes,NA
Lepidocolaptes souleyetii,Common Species,eBird,Yes,NA
Asthenes anthoides,Common Species,eBird,Yes,NA
Corapipo altera,Common Species,eBird,Yes,NA
Carpornis melanocephala,Common Species,eBird,Yes,NA
Phytotoma raimondii,Common Species,eBird,Yes,NA
Procnias nudicollis,Common Species,eBird,Yes,NA
Pachyramphus aglaiae,Common Species,eBird,Yes,NA
Mionectes olivaceus,Common Species,eBird,Yes,NA
Mionectes oleagineus,Common Species,eBird,Yes,NA
Camptostoma imberbe,Common Species,eBird,Yes,NA
Elaenia parvirostris,Common Species,eBird,Yes,NA
Elaenia albiceps,Common Species,eBird,Yes,NA
Elaenia frantzii,Common Species,eBird,Yes,NA
Lathrotriccus griseipectus,Common Species,eBird,Yes,NA
Contopus cooperi,Common Species,eBird,Yes,NA
Contopus pertinax,Common Species,eBird,Yes,NA
Contopus sordidulus,Common Species,eBird,Yes,NA
Contopus virens,Common Species,eBird,Yes,NA
Empidonax flaviventris,Common Species,eBird,Yes,NA
Empidonax virescens,Common Species,eBird,Yes,NA
Empidonax alnorum,Common Species,eBird,Yes,NA
Empidonax traillii,Common Species,eBird,Yes,NA
Empidonax minimus,Common Species,eBird,Yes,NA
Empidonax hammondii,Common Species,eBird,Yes,NA
Empidonax wrightii,Common Species,eBird,Yes,NA
Empidonax oberholseri,Common Species,eBird,Yes,NA
Empidonax difficilis,Common Species,eBird,Yes,NA
Empidonax occidentalis,Common Species,eBird,Yes,NA
Empidonax fulvifrons,Common Species,eBird,Yes,NA
Sayornis nigricans,Common Species,eBird,Yes,NA
Sayornis phoebe,Common Species,eBird,Yes,NA
Sayornis saya,Common Species,eBird,Yes,NA
Pyrocephalus rubinus,Common Species,eBird,Yes,NA
Lessonia rufa,Common Species,eBird,Yes,NA
Hymenops perspicillatus,Common Species,eBird,Yes,NA
Muscisaxicola maculirostris,Common Species,eBird,Yes,NA
Muscisaxicola rufivertex,Common Species,eBird,Yes,NA
Muscisaxicola albilora,Common Species,eBird,Yes,NA
Agriornis micropterus,Common Species,eBird,Yes,NA
Myiarchus tuberculifer,Common Species,eBird,Yes,NA
Myiarchus cinerascens,Common Species,eBird,Yes,NA
Myiarchus crinitus,Common Species,eBird,Yes,NA
Myiarchus tyrannulus,Common Species,eBird,Yes,NA
Pitangus sulphuratus,Common Species,eBird,Yes,NA
Myiodynastes maculatus,Common Species,eBird,Yes,NA
Myiodynastes luteiventris,Common Species,eBird,Yes,NA
Legatus leucophaius,Common Species,eBird,Yes,NA
Tyrannus niveigularis,Common Species,eBird,Yes,NA
Tyrannus melancholicus,Common Species,eBird,Yes,NA
Tyrannus couchii,Common Species,eBird,Yes,NA
Tyrannus vociferans,Common Species,eBird,Yes,NA
Tyrannus crassirostris,Common Species,eBird,Yes,NA
Tyrannus verticalis,Common Species,eBird,Yes,NA
Tyrannus tyrannus,Common Species,eBird,Yes,NA
Tyrannus dominicensis,Common Species,eBird,Yes,NA
Tyrannus forficatus,Common Species,eBird,Yes,NA
Tyrannus savana,Common Species,eBird,Yes,NA
Prosthemadera novaeseelandiae,Common Species,eBird,Yes,NA
Anthornis melanura,Common Species,eBird,Yes,NA
Pardalotus striatus,Common Species,eBird,Yes,NA
Lalage tricolor,Common Species,eBird,Yes,NA
Mohoua albicilla,Common Species,eBird,Yes,NA
Cyclarhis gujanensis,Common Species,eBird,Yes,NA
Vireolanius pulchellus,Common Species,eBird,Yes,NA
Vireo atricapilla,Common Species,eBird,Yes,NA
Vireo griseus,Common Species,eBird,Yes,NA
Vireo pallens,Common Species,eBird,Yes,NA
Vireo bellii,Common Species,eBird,Yes,NA
Vireo vicinior,Common Species,eBird,Yes,NA
Vireo huttoni,Common Species,eBird,Yes,NA
Vireo flavifrons,Common Species,eBird,Yes,NA
Vireo cassinii,Common Species,eBird,Yes,NA
Vireo solitarius,Common Species,eBird,Yes,NA
Vireo plumbeus,Common Species,eBird,Yes,NA
Vireo philadelphicus,Common Species,eBird,Yes,NA
Vireo gilvus,Common Species,eBird,Yes,NA
Vireo leucophrys,Common Species,eBird,Yes,NA
Vireo olivaceus,Common Species,eBird,Yes,NA
Vireo flavoviridis,Common Species,eBird,Yes,NA
Vireo altiloquus,Common Species,eBird,Yes,NA
Aegithina nigrolutea,Common Species,eBird,Yes,NA
Rhipidura javanica,Common Species,eBird,Yes,NA
Rhipidura rufifrons,Common Species,eBird,Yes,NA
Rhipidura albiscapa,Common Species,eBird,Yes,NA
Rhipidura fuliginosa,Common Species,eBird,Yes,NA
Terpsiphone paradisi,Common Species,eBird,Yes,NA
Myiagra rubecula,Common Species,eBird,Yes,NA
Lanius collurio,Common Species,eBird,Yes,NA
Lanius cristatus,Common Species,eBird,Yes,NA
Lanius schach,Common Species,eBird,Yes,NA
Lanius ludovicianus,Common Species,eBird,Yes,NA
Lanius borealis,Common Species,eBird,Yes,NA
Lanius meridionalis,Common Species,eBird,Yes,NA
Lanius minor,Common Species,eBird,Yes,NA
Lanius collaris,Common Species,eBird,Yes,NA
Lanius senator,Common Species,eBird,Yes,NA
Perisoreus canadensis,Common Species,eBird,Yes,NA
Psilorhinus morio,Common Species,eBird,Yes,NA
Cyanocorax yncas,Common Species,eBird,Yes,NA
Cyanocorax melanocyaneus,Common Species,eBird,Yes,NA
Gymnorhinus cyanocephalus,Common Species,eBird,Yes,NA
Cyanocitta stelleri,Common Species,eBird,Yes,NA
Cyanocitta cristata,Common Species,eBird,Yes,NA
Aphelocoma coerulescens,Common Species,eBird,Yes,NA
Aphelocoma insularis,Common Species,eBird,Yes,NA
Aphelocoma californica,Common Species,eBird,Yes,NA
Aphelocoma woodhouseii,Common Species,eBird,Yes,NA
Aphelocoma wollweberi,Common Species,eBird,Yes,NA
Cyanopica cooki,Common Species,eBird,Yes,NA
Cyanopica cyanus,Common Species,eBird,Yes,NA
Dendrocitta leucogastra,Common Species,eBird,Yes,NA
Pica hudsonia,Common Species,eBird,Yes,NA
Pica nuttalli,Common Species,eBird,Yes,NA
Nucifraga columbiana,Common Species,eBird,Yes,NA
Pyrrhocorax pyrrhocorax,Common Species,eBird,Yes,NA
Pyrrhocorax graculus,Common Species,eBird,Yes,NA
Corvus brachyrhynchos,Common Species,eBird,Yes,NA
Corvus ossifragus,Common Species,eBird,Yes,NA
Corvus cryptoleucus,Common Species,eBird,Yes,NA
Corvus corax,Common Species,eBird,Yes,NA
Petroica longipes,Common Species,eBird,Yes,NA
Petroica australis,Common Species,eBird,Yes,NA
Lophophanes cristatus,Common Species,eBird,Yes,NA
Poecile lugubris,Common Species,eBird,Yes,NA
Poecile palustris,Common Species,eBird,Yes,NA
Poecile carolinensis,Common Species,eBird,Yes,NA
Poecile atricapillus,Common Species,eBird,Yes,NA
Poecile gambeli,Common Species,eBird,Yes,NA
Poecile sclateri,Common Species,eBird,Yes,NA
Poecile rufescens,Common Species,eBird,Yes,NA
Poecile hudsonicus,Common Species,eBird,Yes,NA
Poecile cinctus,Common Species,eBird,Yes,NA
Cyanistes caeruleus,Common Species,eBird,Yes,NA
Baeolophus wollweberi,Common Species,eBird,Yes,NA
Baeolophus inornatus,Common Species,eBird,Yes,NA
Baeolophus ridgwayi,Common Species,eBird,Yes,NA
Baeolophus bicolor,Common Species,eBird,Yes,NA
Baeolophus atricristatus,Common Species,eBird,Yes,NA
Parus major,Common Species,eBird,Yes,NA
Auriparus flaviceps,Common Species,eBird,Yes,NA
Eremophila alpestris,Common Species,eBird,Yes,NA
Lullula arborea,Common Species,eBird,Yes,NA
Alauda arvensis,Common Species,eBird,Yes,NA
Prinia maculosa,Common Species,eBird,Yes,NA
Hippolais polyglotta,Common Species,eBird,Yes,NA
Acrocephalus dumetorum,Common Species,eBird,Yes,NA
Acrocephalus scirpaceus,Common Species,eBird,Yes,NA
Acrocephalus arundinaceus,Common Species,eBird,Yes,NA
